CONTEXTID,CONTEXTNAME,CONTEXTPARENTCONTEXTID,PATIENTID,ENTERPRISEID,FIRSTNAME,LASTNAME,MIDDLEINITIAL,NAMESUFFIX,SEX,DOB,ADDRESS,ADDRESS2,CITY,STATE,ZIP,PATIENTEMPLOYERID,PATIENTHOMEPHONE,WORKPHONE,MOBILEPHONE,CONTACTPREFERENCE,EMAIL,DONOTCALLYN,ETHNICITY,CDCETHNICITYCODE,RACE,CDCRACECODE,LANGUAGE,ISO6392CODE,MARITALSTATUS,DECEASEDDATE,PATIENTSTATUS,HOLDSTATEMENTREASON,NEWPATIENTID,REGISTRATIONDATE,PRIMARYPROVIDERID,PREFERREDLABID,SELFPAYRESTRICTIONYN,OCCUPATION,REFERRALSOURCE,REFERRALSOURCEOTHER,GUARANTORFIRSTNAME,GUARANTORLASTNAME,GUARANTORMIDDLEINITIAL,GUARANTORNAMESUFFIX,GUARANTORDOB,GUARANTORSSN,GUARANTORRELATIONSHIP,GUARANTORADDRESS,GUARANTORADDRESS2,GUARANTORCITY,GUARANTORSTATE,GUARANTORZIP,GUARANTOREMPLOYERID,GUARDIANFIRSTNAME,GUARDIANLASTNAME,GUARDIANMIDDLEINITIAL,GUARDIANNAMESUFFIX,EMERGENCYCONTACTNAME,EMERGENCYCONTACTRELATIONSHIP,EMERGENCYCONTACTPHONE,PATIENTSSN,REGISTRATIONDEPARTMENTID,CURRENTDEPARTMENTID,PROVIDERGROUPID,UNCONFIRMEDFAMILYSIZE,UNCONFINCOMEPERPAYPERIOD,UNCONFIRMEDPAYPERIOD,UNCONFIRMEDYEARLYINCOME,UNCONFIRMEDPOVERTYLEVEL,UNCONFIRMEDFAMILYSZEDECLYN,UNCONFIRMEDINCOMEDECLINEDYN,GUARANTORPHONE,AGRICULTURALWORKER,AGRICULTURALWORKERTYPES,HOMELESSSTATUS,HOMELESSSTATUSTYPES,SCHOOLBASEDHEALTHCENTERPNT,VETERANSTATUS,TESTPATIENTYN,PRIVACYNOTICEGIVENFLAG,PRIVACYNOTICEGIVENDATE,PRIVACYNOTICEGIVENDEPTID,PRIVACYNOTICEGIVENBY,PRIVNOTICENOTGIVENREASON,PRIVNOTICENOTGIVENNOTE,PATIENTSIGONFILEFLAG,PATIENTSIGEFFECTIVEDATE,PATIENTSIGEXPIRATIONDATE,INSUREDSIGONFILEFLAG,INSUREDSIGEFFECTIVEDATE,INSUREDSIGEXPIRATIONDATE,CONSENTTOCALLFLAG,CONSENTTOCALLEFFDATE,GENDERIDENTITY,SEXUALORIENTATION,CONSENTTOTEXTYN,PUBLICHOUSING,DEFAULTPRESCRIPTIONPROVID,LASTUPDATED,FAMILYID,SMSOPTINDATE,DEFAULTIMAGINGPROVIDERID,GUARANTOREMAIL,TRANSLATEDHOMEPHONEINDEX,TRANSLATEDWORKPHONEINDEX,TRANSLATEDMOBILEPHONEINDEX,DELETEDDATETIME,DELETEDBY,RESTRICTREPORTINGYN,Record_Created_Date,Record_Updated_Date
1001,HC_INSIGHT++,2001,5305,12514,Jennifer,Johnson,C,DVM,F,00:00.0,7490 Amanda Isle Apt. 973,Apt. 274,West Cassandra,NV,44420,1353878,001-560-647-2817,(570)851-3131x607,764-497-8461x6351,Phone,rebeccaklein@example.com,Y,Asian,AA,African American,HP,English,1,Married,,Active,,,12:34.6,1268,144,Y,Writer,Friend,n,Belinda,,,DDS,00:00.0,47215265.0,mother,,,,WV,,122445,Karen,Oneal,Y,Jr.,,institute,,49972319.0,2290,2296,1,9.0,,pass,,,N,Y,(982)495-9492,N,,Y,Y,,,N,Y,00:00.0,155.0,,,,N,,,Y,00:00.0,12/29/1979,,00:00.0,,,,Y,,00:00.0,,,,,,2.0,5.0,,,,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,5307,12402,Melinda,Gordon,T,Jr.,M,00:00.0,90750 Amanda Street Apt. 345,Suite 190,West Melissaside,AL,9588,115321,(942)714-8492,705.889.4838x38792,252-708-0440,Mail,romeroyvette@example.org,Y,Asian,CC,Other,AA,german,1,Single,,Active,,,12:34.6,1651,149,,Graphic Designer,Friend,n,Robert,,P,,00:00.0,,Other,280 Conley Gardens Apt. 731,Suite 023,Port Anthonyport,,,1205913,,,,MD,,mother,001-518-960-6967x80914,24319300.0,2242,2248,1,,,career,,,,Y,,N,point,N,Y,Y,N,Y,,,,,institution,,Y,6/25/2009,,N,,7/9/1987,,,,,Y,,,00:00.0,,,,,,6.0,,,,,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,5314,12469,Carol,Hernandez,V,DVM,M,00:00.0,27524 Heather Vista Suite 315,Apt. 222,South Michaelfurt,AS,24329,928452,700-270-9805x362,-5157,-9329,Phone,bfriedman@example.com,Y,Other,AA,Other,Other,german,1,Divorced,,Active,,,12:34.6,1333,123,,Data Scientist,Friend,n,,,p,,00:00.0,50228821.0,mother,,Apt. 582,,WV,,451217,,,C,Jr.,,institute,280-533-9789x15409,85920398.0,2321,2298,1,9.0,2669.0,education,79896.0,,Y,,,Y,history,Y,Y,,,N,Y,,152.0,Melissa Simpson,actually,,Y,1/27/1963,9/1/2004,,,10/17/1999,,,,,,N,,00:00.0,,9/14/2009,,eward@example.net,1.0,2.0,,,,,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,5316,12520,Adrian,Palmer,N,MD,F,00:00.0,69041 Baird Mount Apt. 037,Apt. 331,Randolphmouth,IL,53880,126244,856.653.8668,+1-792-923-3744x057,608.985.9262x18412,Phone,lindahays@example.com,N,Other,AS,African American,CC,german,1,Divorced,,Active,,,12:34.6,1916,133,N,Mechanical Engineer,hospital staff,n,Darren,,,MD,00:00.0,,father,,,,ID,,922474,Rachel,,,DDS,,institute,001-225-747-4486x32140,87477987.0,2280,2334,1,,,film,65620.0,,,N,,Y,,,Y,Y,N,,,,,Christopher Sloan,challenge,,N,,4/27/1974,N,00:00.0,8/30/1978,Y,00:00.0,,,Y,,,00:00.0,,1/14/1997,,vanessa84@example.com,6.0,1.0,6.0,,,Y,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,5318,12446,Donna,Mullen,s,Jr.,F,00:00.0,463 Perez Meadow,Suite 954,Danielsstad,NM,44735,1103240,833.740.9142,-2482,8899082143,Email,darrell42@example.org,N,Other,CC,African American,HP,French,1,Married,,Active,,,12:34.6,966,129,,Marketing Manager,INTERNET,n,William,,I,MD,00:00.0,88528743.0,institute,,,South Stephanietown,HI,,690241,,Davis,O,,,Friend,001-773-577-0834,53325684.0,2260,2343,1,9.0,,thousand,58642.0,,Y,Y,,N,,N,Y,Y,,,N,,165.0,,environment,,Y,10/16/1971,,,,12/19/2017,N,,,,Y,,,00:00.0,,,,,,4.0,,,,Y,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,5319,12528,Jason,Wiley,c,II,F,00:00.0,93217 Jonathan Vista Suite 118,Suite 747,Port Rebeccamouth,VI,20571,492726,7822333223,(801)344-6704x9280,+1-600-648-7630x6086,Mail,tdavis@example.net,Y,Caucasian,CC,African American,AS,Hindi,1,Married,,Active,,,12:34.6,120,112,N,Electrician,Friend,n,,Lewis,,Jr.,00:00.0,,Friend,8018 Turner Inlet Apt. 039,Suite 381,,,,163035,Jesse,Barnes,,,Donald Owens,father,+1-994-441-6693x5915,44924606.0,2510,2420,1,8.0,,,36163.0,,N,,(518)894-5942,Y,,,Y,Y,Y,,,,,,week,,,8/3/1982,,,,3/28/1995,,,,,,,,00:00.0,,8/16/1994,,,8.0,1.0,,,,Y,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,5320,12533,Nicole,Leonard,x,Jr.,M,00:00.0,02781 Breanna Rest,Apt. 101,Erinview,AR,30660,1159620,001-721-612-1370x995,744-467-5817,001-902-663-7012x648,Email,mariashaw@example.net,Y,African American,AS,Other,AA,English,1,Married,,Inactive,,,12:34.6,626,107,,Chef,hospital staff,n,Chad,Robinson,,MD,00:00.0,60393122.0,father,,Apt. 149,Lake Hannahchester,,,596915,,,,MD,,Other,,,2506,2376,1,1.0,4375.0,,,,,N,,N,attack,,,Y,Y,,,00:00.0,,Kimberly Fernandez,,,,7/20/2020,7/4/1997,,00:00.0,3/20/2005,N,00:00.0,,,,N,,00:00.0,,6/9/1978,,,,,,,,,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,5325,12519,Howard,Cruz,J,Jr.,F,00:00.0,129 Knight Island,Suite 050,New Michaelside,WA,23854,371882,410.248.4035x1652,(752)307-6380,+1-420-880-3299x54804,Phone,fernandohartman@example.org,Y,Hispanic,CC,Caucasian,HP,Greek,1,Married,,Inactive,,,12:34.6,1680,102,,Graphic Designer,advertisement,n,,Yoder,N,MD,00:00.0,,Other,,,Francisport,GU,,903684,,Norman,A,,,father,633-961-5582,38544258.0,2348,2376,1,2.0,2620.0,,,,Y,Y,+1-912-385-8707x677,N,particular,,Y,Y,,,,,,Judy Hodges,cup,,,,,N,00:00.0,9/6/1959,Y,00:00.0,,,N,Y,,00:00.0,,,,troy12@example.org,,8.0,5.0,,,,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,5326,12353,Edward,Jones,M,Jr.,M,00:00.0,0414 Chandler Stream Apt. 757,Apt. 064,Kimberlyport,HI,28696,2095096,941-764-9260x976,+1-937-850-0481x7868,(200)402-7067x8568,Mail,ianderson@example.com,N,Asian,HP,African American,CC,german,1,Single,,Inactive,,,12:34.6,1450,101,N,Nurse,Friend,n,Diana,Strong,F,DDS,00:00.0,55942207.0,Friend,,Suite 884,,,10451.0,449764,,,i,,,Other,,,2401,2495,1,1.0,,,43698.0,,N,,,,,,,Y,N,Y,Y,,135.0,Abigail Robinson,,Place indeed war health.,,12/2/2000,,,00:00.0,10/19/2009,Y,,,,,,,00:00.0,,5/2/1988,,kwilliams@example.net,10.0,,6.0,,,,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,5327,12362,Derrick,Stevens,r,MD,F,00:00.0,6088 Trevor Ville Apt. 377,Suite 106,Joneston,ID,66273,148507,401.322.0672,237-438-1573,315.590.3890x0233,Phone,marvinjones@example.org,N,Hispanic,AS,Asian,Other,French,1,Divorced,,Active,,,12:34.6,1726,134,,Nurse,Other,n,,,,DDS,00:00.0,,Other,634 Johnston Forest,Apt. 945,,VI,,550040,,,v,DDS,Denise Barnes,father,,,2479,2443,1,7.0,,,,,,Y,,,old,Y,Y,N,Y,Y,,,143.0,Joshua Cooke,sister,Mission current fall keep bag seek when.,,4/7/1980,,,00:00.0,8/13/2010,,,,,Y,N,,00:00.0,,7/6/1956,,ythompson@example.net,,,,,,,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,5330,12474,Christopher,Salas,p,DVM,M,00:00.0,549 Brian Lights,Apt. 648,Port Carriemouth,ND,93927,766565,296.395.9010x631,+1-442-417-5636x671,377.426.5256x3376,Mail,katrina31@example.net,Y,Asian,HP,African American,CC,Greek,1,Married,9/22/1962,Active,,,12:34.6,742,128,,Data Scientist,hospital staff,n,Kevin,,K,,00:00.0,97255256.0,institute,7319 Kelly Unions,,Suttonbury,NJ,92641.0,361140,,,w,DVM,,father,001-622-212-1169x6524,,2528,2310,1,,1007.0,,42044.0,,N,,,,,Y,,N,N,,,,,,,,,4/9/2002,,Y,,4/28/1973,,,,,Y,,,00:00.0,,,,katieroy@example.com,,,9.0,,,,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,5332,12399,Matthew,Murphy,H,Jr.,M,00:00.0,212 Luna Views Apt. 544,Suite 464,North Oliviachester,MS,14390,2168593,-5016,+1-807-262-1000x05608,300.769.4694,Email,melissaharris@example.com,N,Hispanic,HP,Hispanic,AA,English,1,Married,,Inactive,,,12:34.6,1024,118,,Software Developer,advertisement,n,,Savage,p,,00:00.0,,institute,,,,,,620182,,Higgins,e,,,mother,,89967247.0,2425,2270,1,,2440.0,young,85462.0,,Y,,,,,,Y,,,,N,,,Rachel Tran,,,N,7/18/1985,6/28/1981,,00:00.0,7/20/1958,,00:00.0,,,N,,,00:00.0,,,,nweaver@example.org,,,,,,,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,5334,12425,Debra,Ray,B,MD,M,00:00.0,1281 Torres Dam,Apt. 797,Debratown,DC,83750,366742,(924)616-7160x1661,001-386-561-0373,001-420-365-3254x407,Phone,jefferyrush@example.org,N,Asian,CC,Caucasian,HP,Greek,1,Single,,Inactive,,,12:34.6,1767,117,N,Data Scientist,Friend,n,,Padilla,,,00:00.0,,Friend,,Suite 746,,,88441.0,182451,Andrew,Cameron,,,Paula Steele,Friend,,,2509,2285,1,,3330.0,,92468.0,,,Y,851.683.5455,N,onto,,,,N,,N,,,,front,,N,8/28/1999,7/5/2010,,00:00.0,8/22/1961,,00:00.0,,,N,N,,00:00.0,,,,walkerlaura@example.org,4.0,,2.0,,,Y,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,5335,12507,Christian,Murray,I,PhD,M,00:00.0,065 Hardin Lights,Apt. 458,Jessicachester,NH,92673,866704,970.890.1636x6028,213.714.2971x748,(406)326-0826x7995,Email,newmankrystal@example.com,N,African American,AS,Asian,Other,german,1,Divorced,8/24/1983,Inactive,,,12:34.6,948,143,,Electrician,Other,n,,,g,,00:00.0,,Other,,,Lake Chloetown,,53287.0,1194887,,,r,II,Paul Scott,mother,(613)903-5264x15984,,2495,2427,1,9.0,,,40292.0,,,Y,001-641-363-5245x7322,Y,,,,Y,,N,Y,00:00.0,147.0,,without,Energy staff ago think science design.,,,,N,00:00.0,9/1/1983,Y,,,,N,Y,,00:00.0,,,,michaelsingh@example.org,10.0,7.0,,,,N,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,5339,12442,Kelli,Robinson,z,DVM,M,00:00.0,2474 Stephanie Views,Suite 960,Katiemouth,VI,72309,166018,737-952-4995,329.308.8172x64807,490-379-8723x06867,Phone,michellekrause@example.com,N,Other,HP,Other,HP,german,1,Divorced,,Inactive,,,12:34.6,2005,104,,Teacher,Other,n,Katie,,,,00:00.0,,mother,4724 Henry Garden Apt. 496,,,,19636.0,818943,,,I,MD,Kevin Jones,institute,,51657275.0,2530,2298,1,,2521.0,,36885.0,,N,Y,,N,movie,,Y,Y,N,N,N,,157.0,,significant,,,,,,00:00.0,12/7/2008,Y,00:00.0,,,N,N,,00:00.0,,3/7/2010,,,10.0,2.0,,,,,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,5340,12452,Scott,Petersen,M,DVM,F,00:00.0,766 Martin Prairie Apt. 831,Suite 196,Port Jared,AZ,2130,1558038,(370)273-8164,6924821179,001-781-862-4809x6274,Email,grayheather@example.org,N,Asian,CC,Caucasian,AA,French,1,Married,,Inactive,,,12:34.6,1763,111,,Graphic Designer,INTERNET,n,,Lutz,,,00:00.0,,mother,,Suite 289,East Christopherland,WY,,1175932,Carl,,,,Bethany Sosa,institute,204.585.9240x1373,,2339,2531,1,5.0,,,,,N,,,Y,discover,N,,N,Y,N,N,00:00.0,166.0,,,,,,10/14/1975,,,10/23/1953,N,00:00.0,,,Y,N,,00:00.0,,10/31/1979,,sheltonjasmine@example.net,7.0,9.0,6.0,,,,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,5343,12496,Brooke,Johnson,D,MD,M,00:00.0,983 James Terrace Apt. 241,Suite 861,Matthewport,NH,7974,361415,001-384-686-5661x8197,693.736.2518x404,998.708.6304,Email,rogerpotter@example.net,Y,Other,AA,Hispanic,AS,Greek,1,Single,,Active,,,12:34.6,1416,111,,Marketing Manager,INTERNET,n,Benjamin,,S,,00:00.0,,Friend,23925 Benton Crossroad Suite 634,Apt. 032,,,44749.0,541873,,Schultz,,,,Other,(802)918-9098,60432079.0,2292,2379,1,8.0,,song,,,N,,(289)612-6376,Y,station,Y,Y,Y,,Y,,00:00.0,158.0,Antonio Hughes,,,,12/16/1956,2/12/1957,,,5/20/1961,,,,,,,,00:00.0,,,,,,10.0,,,,N,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,5347,12521,Mike,Robinson,J,Jr.,M,00:00.0,9016 Philip Prairie Apt. 205,Apt. 228,New Tyler,IA,70010,1238149,(824)903-7347x19922,3919608559,(491)376-1380x84263,Phone,ogonzalez@example.org,Y,Hispanic,HP,Caucasian,HP,English,1,Married,7/14/1992,Active,,,12:34.6,1915,147,,Software Developer,hospital staff,n,Deborah,Brown,,Jr.,00:00.0,78022305.0,Other,,,,SC,,928017,Steven,,,IV,Christian Simpson,father,,,2247,2373,1,,3938.0,,75651.0,,N,,,,work,Y,Y,,N,Y,N,00:00.0,,,,Former white man during series human.,,,11/17/1985,,,7/29/2012,N,,,,,,,00:00.0,,9/17/2020,,douglasmark@example.org,7.0,,3.0,,,Y,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,5348,12442,Thomas,Robertson,k,MD,M,00:00.0,113 Veronica Avenue Suite 493,Apt. 583,South Brian,MO,95380,2172473,640-724-9156x0930,656.624.4039,2896197519,Phone,luismckinney@example.net,Y,Caucasian,CC,Hispanic,Other,Greek,1,Divorced,12/25/1985,Inactive,,,12:34.6,322,132,,Graphic Designer,Friend,n,Debra,Davis,G,PhD,00:00.0,,Friend,,,Garciamouth,,20405.0,234039,,,,,David Bennett,institute,,,2466,2483,1,10.0,,support,,,,,,,,Y,,,N,Y,,,154.0,Jay Wilson,,,N,,11/26/1994,Y,,2/14/1987,N,00:00.0,,,,,,00:00.0,,4/24/1960,,kingerin@example.com,,,,,,,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,5349,12544,Krystal,Long,W,IV,M,00:00.0,6371 Moore Burg Suite 852,Suite 956,Port Ronaldview,OH,30170,2286666,794.423.0750,959-758-7172x4237,385.971.1889x93629,Email,burkealexandra@example.net,N,Other,AA,Hispanic,HP,English,1,Divorced,,Active,,,12:34.6,1825,117,Y,Software Developer,Other,n,Matthew,,,,00:00.0,33286122.0,Friend,,Apt. 766,,MP,6718.0,781786,Frederick,,N,,Mackenzie Coleman,institute,,,2371,2435,1,7.0,,TRUE,,,,Y,,,measure,,,,Y,Y,N,,153.0,Kimberly Hines,crime,,,,,Y,,3/2/1970,,00:00.0,,,N,Y,,00:00.0,,3/6/2010,,,6.0,,3.0,,,Y,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,5350,12545,Jacob,Richard,o,MD,M,00:00.0,81080 Solis Corner Suite 436,Suite 049,East Jenniferport,ME,43324,300563,001-239-736-6882x09804,709-951-5114x7191,(808)959-7786x28907,Email,xpowell@example.org,Y,Caucasian,CC,Caucasian,CC,French,1,Married,,Active,,,12:34.6,1110,143,N,Software Developer,INTERNET,n,,Young,,,00:00.0,86414205.0,mother,,,Christineshire,AK,39747.0,591717,Richard,,,MD,,mother,3094468613,,2414,2381,1,2.0,2840.0,reveal,,,,N,,,,Y,,Y,,N,N,,,,wrong,,N,7/18/1988,,,00:00.0,10/18/1964,,00:00.0,,,N,N,,00:00.0,,12/14/2010,,juanwalsh@example.net,10.0,10.0,,,,,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,5351,12505,Robert,Jenkins,v,Jr.,F,00:00.0,640 Hughes Parkway,Apt. 745,West Jacqueline,MO,12413,1068655,670-517-4858x216,914-396-0325x5352,735-904-2561x40908,Mail,zacharyking@example.net,N,Caucasian,Other,Caucasian,AA,Greek,1,Single,,Inactive,,,12:34.6,1295,106,,Nurse,Friend,n,,,M,MD,00:00.0,,father,732 Jennifer Fall,,Wilsonport,MP,,865357,,,,,Jill Dickson,Other,001-798-893-0015x8091,23562833.0,2524,2458,1,,,system,86787.0,,N,N,,,,,,N,Y,N,N,00:00.0,,,year,Serious black spend.,,7/22/1961,,,00:00.0,10/27/1983,,,,,N,N,,00:00.0,,,,,,8.0,,,,,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,5352,12444,Matthew,Patel,g,DDS,M,00:00.0,71845 Jason Harbor,Suite 218,Rachaelfurt,GA,1978,1809243,001-875-830-1759x5105,385-856-6449x122,496.885.9461,Email,christopher87@example.net,N,Hispanic,HP,Hispanic,Other,Greek,1,Single,,Active,,,12:34.6,1297,121,N,Mechanical Engineer,hospital staff,n,,Fritz,,,00:00.0,,father,8274 Sarah Mews,Apt. 653,South Sarahview,,67116.0,108289,Jennifer,,L,,,institute,212.335.4663,29467273.0,2309,2287,1,3.0,1142.0,class,32031.0,,,,,N,article,N,Y,,,Y,,00:00.0,145.0,Vanessa Sutton PhD,,,Y,,,N,00:00.0,9/20/1960,,,,,N,,,00:00.0,,,,hinesrobert@example.org,,,,,,,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,5359,12397,Jason,Torres,g,DDS,M,00:00.0,1478 Wyatt Valley,Apt. 978,Dennisbury,NY,2461,2166730,968.255.3513x397,701-804-6225x53295,9594509178,Email,nmurphy@example.org,N,Other,CC,Other,AS,English,1,Divorced,,Inactive,,,12:34.6,1406,145,N,Electrician,INTERNET,n,Erin,Vasquez,G,,00:00.0,52402855.0,Other,241 Robles Prairie,,,,34871.0,272600,,Pollard,,,Dawn Rhodes MD,mother,,,2368,2300,1,,1328.0,,58031.0,,Y,,,Y,,,Y,N,N,N,,,,,,Why perhaps common free statement fund.,N,10/21/1999,5/16/1969,Y,00:00.0,4/12/1998,,00:00.0,,,,N,,00:00.0,,,,jenniferli@example.net,8.0,5.0,,,,Y,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,5360,12511,Elizabeth,Todd,j,MD,F,00:00.0,2792 Cynthia Prairie Suite 038,Apt. 968,Brownstad,MO,5729,1802534,(309)822-9729x2880,+1-269-204-5669x5977,001-572-289-6769x246,Email,qsmith@example.com,N,Asian,AS,Other,AA,French,1,Single,,Inactive,,,12:34.6,1892,108,Y,Chef,INTERNET,n,Patrick,Chung,b,MD,00:00.0,,Other,,Apt. 690,Davidbury,,,935154,,Dunn,Y,DVM,Stephanie Fuller,father,,,2359,2345,1,,2348.0,,50330.0,,Y,,,Y,most,,Y,N,Y,Y,,00:00.0,144.0,,first,Land include decide true mission if sure administration.,N,,11/22/2004,,,3/10/2008,,,,,,,,00:00.0,,,,michael09@example.net,8.0,3.0,3.0,,,,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,5362,12488,William,Evans,h,DDS,F,00:00.0,514 Jessica Knolls,Apt. 887,Lisachester,UT,98584,1611676,848.376.7802x501,821-328-9442x5123,570.631.5905x85540,Email,sarah33@example.com,Y,Hispanic,AA,Caucasian,HP,English,1,Married,12/11/2005,Inactive,,,12:34.6,314,129,N,Chef,hospital staff,n,Christopher,Davis,t,,00:00.0,36991152.0,institute,,Apt. 888,,,75024.0,118224,,,l,,Robert Holland,mother,+1-623-549-0782x6541,,2450,2421,1,,,continue,,,,N,656.786.5447,,,,,,,,,00:00.0,,,wait,Free position majority question piece heart writer wear.,,6/17/1997,,,00:00.0,10/28/1961,,,,,,,,00:00.0,,1/15/2006,,patricia55@example.net,,,,,,,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,5366,12458,Angelica,Kelly,A,MD,F,00:00.0,4117 Madden Walk,Suite 238,West Stevenside,MT,86115,635922,617-526-4162x71827,+1-576-894-6599x386,468.714.7343x358,Mail,dennisjudy@example.com,N,African American,AS,Caucasian,CC,Greek,1,Single,12/13/1956,Active,,,12:34.6,1900,126,,Data Scientist,hospital staff,n,,,,,00:00.0,,mother,,,Riverashire,,19551.0,867655,Becky,,A,,,Other,001-219-941-7059x268,46749480.0,2525,2275,1,,,,,,Y,,001-384-457-3544,,,,,N,N,,,00:00.0,,,,,Y,,,N,00:00.0,5/30/2014,,,,,,,,00:00.0,,,,nancywolfe@example.org,1.0,,,,,Y,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,5367,12414,Jeremy,Clark,B,IV,F,00:00.0,368 Jeremy Islands,Suite 743,Rollinsfurt,AR,95002,103892,816-567-0361,584.465.1145x291,2558025818,Phone,deborah52@example.org,Y,Asian,CC,Hispanic,CC,german,1,Married,4/20/1992,Active,,,12:34.6,1639,112,Y,Marketing Manager,hospital staff,n,Jason,,,,00:00.0,,Other,,,,HI,,290250,Anthony,Franco,,,Kathy Harris,mother,466-249-5288x83998,33667845.0,2417,2492,1,9.0,,perform,71110.0,,Y,,001-392-518-1657x59743,,half,,Y,N,,N,,00:00.0,163.0,Kathryn Jordan,do,Body street trouble though.,,,,,00:00.0,8/15/1961,,00:00.0,,,,Y,,00:00.0,,5/26/1960,,,1.0,3.0,,,,N,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,5372,12435,Stacey,Gordon,Y,MD,M,00:00.0,85059 Reid Valley,Apt. 590,Bethanyborough,IL,57008,1102449,891.233.8878x161,442-486-6804x407,369.786.9965,Phone,anthonythompson@example.net,Y,Hispanic,HP,Other,AA,French,1,Single,3/29/1956,Inactive,,,12:34.6,1492,141,,Mechanical Engineer,Other,n,Donald,,,,00:00.0,23829317.0,institute,,Suite 999,,,18577.0,1120450,,Vasquez,P,,Luis Cox,Other,,,2337,2259,1,3.0,,,53355.0,,N,Y,381.527.0155,,lawyer,Y,,,N,Y,,,144.0,Joshua Lane,up,Speak force plant car our development.,Y,11/3/1971,,Y,00:00.0,3/3/1969,,00:00.0,,,,N,,00:00.0,,2/19/1974,,jeffsims@example.org,6.0,2.0,,,,N,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,5374,12461,Wanda,Thomas,w,MD,M,00:00.0,24668 Hannah Road,Suite 028,Lake Scottmouth,MI,52391,1114875,-8893,267-490-7527x41040,001-878-972-5503x59751,Phone,igraham@example.net,N,Caucasian,HP,Other,CC,French,1,Divorced,12/31/1999,Active,,,12:34.6,1760,112,,Mechanical Engineer,hospital staff,n,Andrea,Ramirez,,,00:00.0,98459680.0,Other,,,Joyburgh,FM,22172.0,323028,,,P,DVM,,Friend,,77398953.0,2442,2453,1,,,though,49701.0,,,Y,+1-516-810-9523x132,Y,station,Y,,,,Y,Y,,146.0,Madison Klein,,,N,8/19/1989,,N,,7/9/1990,,,,,,,,00:00.0,,,,,2.0,,,,,,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,5377,12534,Erica,Stuart,J,Jr.,F,00:00.0,9659 Lisa Crescent,Suite 966,Justinshire,CO,39196,2079999,-9039,521.761.7578x5483,+1-772-723-3134x918,Email,rmendoza@example.com,N,Hispanic,Other,Other,CC,English,1,Divorced,,Active,,,12:34.6,1223,147,,Teacher,Other,n,Veronica,Ward,P,,00:00.0,,institute,54791 Calderon Landing Suite 094,Suite 566,,MP,27904.0,1074716,,Chung,,,Maria Dixon,father,5698443876,,2400,2477,1,,1532.0,,,,N,Y,,,,,,,Y,,,,,,,,Y,4/10/1972,,,,6/18/1995,,00:00.0,,,Y,N,,00:00.0,,,,,,,6.0,,,Y,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,5379,12402,Linda,Green,p,MD,F,00:00.0,5728 Jonathan Burg Suite 696,Apt. 327,West Amymouth,AL,13255,1317615,6326944601,363.284.7207x9634,(501)567-9356,Phone,charlesvalenzuela@example.org,N,Hispanic,AS,African American,HP,Greek,1,Married,,Inactive,,,12:34.6,1842,147,,Chef,INTERNET,n,,Horne,F,,00:00.0,30853912.0,father,5359 Philip Ridge Suite 157,,New Tamistad,VT,80308.0,515262,Traci,Smith,K,,,Friend,9339484298,13911881.0,2336,2487,1,2.0,4154.0,worker,,,N,,,Y,,,Y,Y,Y,,Y,00:00.0,143.0,,federal,,Y,2/23/1960,,N,00:00.0,11/22/1995,,00:00.0,,,N,,,00:00.0,,2/22/2009,,,,,,,,N,00:00.0,00:00.0
